SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1;ÚnicaDOSIS;Refuerzo_DOSIS;4aDOSIS
Fuerzas Armadas;Personas Servicios esenciales del estado;23/08/2022;;;;;1
Fuerzas Armadas;Personas Servicios esenciales del estado;24/08/2022;;;;;1
Fuerzas Armadas;Personas Servicios esenciales del estado;26/08/2022;;;;;1
Fuerzas Armadas;Personas Servicios esenciales del estado;04/09/2022;;;;;1
Gendarmería;Personas Servicios esenciales del estado;;;;;;
Gendarmería;Personas Servicios esenciales del estado;20/04/2021;6;;;;
Gendarmería;Personas Servicios esenciales del estado;19/05/2021;;6;;;
Gendarmería;Personas Servicios esenciales del estado;29/10/2021;;;;1;
Gendarmería;Personas Servicios esenciales del estado;30/11/2021;;;;1;
Gendarmería;Personas Servicios esenciales del estado;17/12/2021;;;;1;
Gendarmería;Personas Servicios esenciales del estado;27/04/2022;;;;1;
Gendarmería;Personas Servicios esenciales del estado;20/05/2022;;;;;1
Gendarmería;Personas Servicios esenciales del estado;01/06/2022;;;;1;
Gendarmería;Personas Servicios esenciales del estado;05/07/2022;;;;1;
Gendarmería;Personas Servicios esenciales del estado;19/07/2022;;;;;1
Gendarmería;Personas Servicios esenciales del estado;11/08/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;;;;;;
Instituciones de Salud Mental;Personas en centros cerrados;19/03/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;22/03/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;23/03/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;31/03/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;07/04/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;08/04/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;16/04/2021;1;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;19/04/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;20/04/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;28/04/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;29/04/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;05/05/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;06/05/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;11/05/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;14/05/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;19/05/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;27/05/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;10/06/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;16/06/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;18/06/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;14/07/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;13/09/2021;5;;;;
Instituciones de Salud Mental;Personas en centros cerrados;14/09/2021;3;;;;
Instituciones de Salud Mental;Personas en centros cerrados;15/09/2021;13;;;;
Instituciones de Salud Mental;Personas en centros cerrados;16/09/2021;3;;;;
Instituciones de Salud Mental;Personas en centros cerrados;20/09/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;22/09/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;24/09/2021;5;;;;
Instituciones de Salud Mental;Personas en centros cerrados;27/09/2021;2;;;;
Instituciones de Salud Mental;Personas en centros cerrados;28/09/2021;5;;;;
Instituciones de Salud Mental;Personas en centros cerrados;29/09/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;30/09/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;01/10/2021;2;;;;
Instituciones de Salud Mental;Personas en centros cerrados;04/10/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;06/10/2021;2;;;;
Instituciones de Salud Mental;Personas en centros cerrados;12/10/2021;;3;;;
Instituciones de Salud Mental;Personas en centros cerrados;13/10/2021;1;10;;;
Instituciones de Salud Mental;Personas en centros cerrados;14/10/2021;;6;;;
Instituciones de Salud Mental;Personas en centros cerrados;15/10/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;18/10/2021;;2;;1;
Instituciones de Salud Mental;Personas en centros cerrados;20/10/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;22/10/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;25/10/2021;;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;26/10/2021;;3;;;
Instituciones de Salud Mental;Personas en centros cerrados;27/10/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;29/10/2021;;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;02/11/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;03/11/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;04/11/2021;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;05/11/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;08/11/2021;;1;;1;
Instituciones de Salud Mental;Personas en centros cerrados;09/11/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;10/11/2021;3;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;12/11/2021;1;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;16/11/2021;1;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;17/11/2021;;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;19/11/2021;;1;;2;
Instituciones de Salud Mental;Personas en centros cerrados;22/11/2021;3;;;;
Instituciones de Salud Mental;Personas en centros cerrados;30/11/2021;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;01/12/2021;1;;;;
Instituciones de Salud Mental;Personas en centros cerrados;09/12/2021;;1;;1;
Instituciones de Salud Mental;Personas en centros cerrados;10/12/2021;;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;16/12/2021;;1;;1;
Instituciones de Salud Mental;Personas en centros cerrados;20/12/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;21/12/2021;;3;;;
Instituciones de Salud Mental;Personas en centros cerrados;22/12/2021;;1;;;
Instituciones de Salud Mental;Personas en centros cerrados;23/12/2021;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;29/12/2021;;2;;;
Instituciones de Salud Mental;Personas en centros cerrados;14/01/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;15/02/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;16/02/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;22/02/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;23/02/2022;;1;;3;
Instituciones de Salud Mental;Personas en centros cerrados;25/02/2022;;1;;1;
Instituciones de Salud Mental;Personas en centros cerrados;28/02/2022;;;;2;
Instituciones de Salud Mental;Personas en centros cerrados;01/03/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;04/03/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;17/03/2022;;;;2;
Instituciones de Salud Mental;Personas en centros cerrados;29/03/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;30/03/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;09/04/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;12/04/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;14/04/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;19/04/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;22/04/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;25/04/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;06/05/2022;;;;2;
Instituciones de Salud Mental;Personas en centros cerrados;10/05/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;12/05/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;13/05/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;16/05/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;27/05/2022;;;;1;2
Instituciones de Salud Mental;Personas en centros cerrados;30/05/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;02/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;07/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;08/06/2022;;;;2;
Instituciones de Salud Mental;Personas en centros cerrados;09/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;13/06/2022;;;;1;1
Instituciones de Salud Mental;Personas en centros cerrados;14/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;15/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;16/06/2022;;;;1;2
Instituciones de Salud Mental;Personas en centros cerrados;23/06/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;28/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;30/06/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;12/07/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;13/07/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;19/07/2022;;;;1;1
Instituciones de Salud Mental;Personas en centros cerrados;21/07/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;26/07/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;13/08/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;18/08/2022;;;;;1
Instituciones de Salud Mental;Personas en centros cerrados;22/08/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;25/08/2022;;;;1;
Instituciones de Salud Mental;Personas en centros cerrados;30/08/2022;;;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;;;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/03/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/04/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/06/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/06/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/06/2021;15;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;23/06/2021;13;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/06/2021;21;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;25/06/2021;14;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/06/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/06/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/06/2021;12;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/06/2021;12;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;01/07/2021;92;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/07/2021;60;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/07/2021;10;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/07/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/07/2021;19;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/07/2021;17;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/07/2021;81;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/07/2021;103;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/07/2021;51;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/07/2021;11;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/07/2021;2;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/07/2021;56;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/07/2021;152;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/07/2021;96;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/07/2021;33;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/07/2021;5;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;17/07/2021;5;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/07/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/07/2021;70;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/07/2021;54;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/07/2021;39;10;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/07/2021;44;8;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;23/07/2021;140;12;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/07/2021;16;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/07/2021;17;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/07/2021;9;11;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/07/2021;7;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/07/2021;10;75;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/07/2021;6;57;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;31/07/2021;1;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/08/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/08/2021;;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/08/2021;;33;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/08/2021;2;34;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/08/2021;3;19;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/08/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/08/2021;;11;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/08/2021;;19;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/08/2021;;121;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/08/2021;;85;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/08/2021;;45;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/08/2021;;13;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;17/08/2021;;8;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/08/2021;;109;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/08/2021;;77;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/08/2021;2;99;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/08/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/08/2021;1;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;25/08/2021;2;8;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/08/2021;;151;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/08/2021;1;86;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/08/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;31/08/2021;;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;01/09/2021;;35;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/09/2021;1;22;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/09/2021;1;15;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/09/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/09/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/09/2021;;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/09/2021;;10;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/09/2021;;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/09/2021;;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/09/2021;2;6;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/09/2021;;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/09/2021;;5;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/09/2021;1;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/09/2021;;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/09/2021;;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;23/09/2021;1;5;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/09/2021;1;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/09/2021;;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/09/2021;1;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/09/2021;1;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/09/2021;1;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;01/10/2021;;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/10/2021;4;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/10/2021;12;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/10/2021;5;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/10/2021;3;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/10/2021;4;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/10/2021;5;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/10/2021;4;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/10/2021;5;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/10/2021;3;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/10/2021;6;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/10/2021;3;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/10/2021;2;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/10/2021;3;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/10/2021;7;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;25/10/2021;6;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/10/2021;7;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/10/2021;9;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/10/2021;6;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/10/2021;4;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/10/2021;2;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/11/2021;10;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/11/2021;2;9;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/11/2021;5;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/11/2021;5;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/11/2021;7;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/11/2021;5;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/11/2021;4;5;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/11/2021;6;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/11/2021;2;6;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/11/2021;8;8;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/11/2021;5;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;17/11/2021;4;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/11/2021;7;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/11/2021;2;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/11/2021;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/11/2021;2;6;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;23/11/2021;6;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/11/2021;5;9;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;25/11/2021;;4;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/11/2021;4;7;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/11/2021;1;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/11/2021;3;3;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/11/2021;2;2;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;01/12/2021;2;5;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/12/2021;7;6;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/12/2021;1;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/12/2021;2;;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/12/2021;8;2;;5;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/12/2021;8;5;;6;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/12/2021;2;3;;18;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/12/2021;2;7;;11;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/12/2021;;;;7;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/12/2021;3;5;;19;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/12/2021;5;7;;18;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/12/2021;1;2;;24;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/12/2021;3;5;;14;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;17/12/2021;4;1;;20;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/12/2021;;;;3;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/12/2021;;;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/12/2021;3;4;;43;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/12/2021;2;5;;31;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/12/2021;1;6;;30;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;23/12/2021;2;2;;24;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/12/2021;1;;;5;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/12/2021;3;1;;37;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/12/2021;4;3;;54;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;29/12/2021;3;1;;55;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;30/12/2021;5;8;;58;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;31/12/2021;1;1;;11;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/01/2022;;;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/01/2022;3;4;;27;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/01/2022;3;7;;35;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/01/2022;7;4;;24;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;06/01/2022;2;3;;27;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/01/2022;5;2;;35;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/01/2022;;;;2;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/01/2022;;;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/01/2022;1;4;;24;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/01/2022;5;1;;27;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/01/2022;3;8;;11;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;13/01/2022;2;2;;19;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/01/2022;5;5;;16;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/01/2022;;1;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/01/2022;1;;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;17/01/2022;4;2;;15;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;18/01/2022;2;2;;13;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;19/01/2022;1;4;;20;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;20/01/2022;2;3;;16;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;21/01/2022;1;;;6;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;22/01/2022;;;;2;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;24/01/2022;3;2;;7;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;25/01/2022;1;3;;9;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;26/01/2022;;;;10;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;27/01/2022;;7;;8;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;28/01/2022;1;3;;12;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;31/01/2022;1;2;;10;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;01/02/2022;;3;;6;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;02/02/2022;4;;;4;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;03/02/2022;3;3;;12;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;04/02/2022;;2;;6;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;05/02/2022;;;;2;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;07/02/2022;4;6;;4;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;08/02/2022;1;2;;9;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;09/02/2022;;2;;6;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;10/02/2022;1;4;;5;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;11/02/2022;2;3;;1;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;12/02/2022;1;1;;;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;14/02/2022;2;4;;8;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;15/02/2022;;;;5;
Instituciones de Salud Mental 12 a 17 años;Personas en centros cerrados;16/02/2022;3;3;;2;
